sample_name	antibiotics_treatment_end_timestamp	antibiotics_treatment_start_timestamp	birth_timestamp	bis	cage	cage_timestamp	cohort	collection_timestamp	date_of_shipment	death_timestamp	demux_index	description	diseased	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	exposure_to_infections	facility	facs_peripheralblood_bcells	facs_timestamp	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_line	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	location_stool_in_pbs	longitude	mouse_dead	mouse_identification	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	stool_dna_concentration	stool_dna_concentration_units	stool_dna_location	taxon_id	timepoint_title	timepoint_weeks	weight_stool	weight_stool_pbs	weight_stool_pbs_units	weight_stool_units
11953.A589.tp28	2018-06-13	2018-04-18	2018-02-20	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-11-13	2019-06-03	2019-06-05	not provided	fecal sample A589	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	267	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A589	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 30	-5.66388	not collected	SM	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	274.2	ng/ul	Box 2 - 11	410661	5 months after treatment	28	0.208	0.182	grams	grams
11953.A589.tp36	2018-06-13	2018-04-18	2018-02-20	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-01-20	2019-06-03	2019-06-05	not provided	fecal sample A589	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	335	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A589	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 52	-5.66388	not collected	SM	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	47.4	ng/ul	Box 2 - 33	410661	7 months after treatment	36	0.118	0.088	grams	grams
11953.A589.tp44	2018-06-13	2018-04-18	2018-02-20	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-03-20	2019-06-03	2019-06-05	not provided	fecal sample A589	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	394	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A589	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 74	-5.66388	not collected	SM	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	148.9	ng/ul	Box 2 - 55	410661	8 months after treatment	44	0.137	0.134	grams	grams
11953.A589.tp52	2018-06-13	2018-04-18	2018-02-20	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-05-20	2019-06-03	2019-06-05	not provided	fecal sample A589	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	455	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A589	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 91	-5.66388	not collected	SM	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	55	ng/ul	Box 2 - 72	410661	9 months after treatment	52	0.26	0.164	grams	grams
11953.A706.tp00	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-04-16	2019-06-03	not collected	not provided	fecal sample A706	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	38	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A706	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 7	-5.66388	not collected	1	7	Germany	TRUE	11953	feces	mouse gut metagenome	female	82.01	ng/ul	Box1 - 7	410661	Before Antibiotic treatment	0	0.09	0.124	grams	grams
11953.A706.tp04	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-05-16	2019-06-03	not collected	not provided	fecal sample A706	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	68	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A706	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 19	-5.66388	not collected	1	7	Germany	TRUE	11953	feces	mouse gut metagenome	female	130.8	ng/ul	Box1 - 19	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.195	0.128	grams	grams
11953.A706.tp08	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-06-13	2019-06-03	not collected	not provided	fecal sample A706	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	96	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A706	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 37	-5.66388	not collected	1	7	Germany	TRUE	11953	feces	mouse gut metagenome	female	41.4	ng/ul	Box1 - 37	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.218	0.296	grams	grams
11953.A706.tp12	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-07-13	2019-06-03	not collected	not provided	fecal sample A706	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	126	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A706	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 55	-5.66388	not collected	1	7	Germany	TRUE	11953	feces	mouse gut metagenome	female	160.6	ng/ul	Box1 - 55	410661	1 month after treatment	12	0.395	0.33	grams	grams
11953.A706.tp20	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-09-13	2019-06-03	not collected	not provided	fecal sample A706	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	188	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A706	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 4	-5.66388	not collected	1	7	Germany	TRUE	11953	feces	mouse gut metagenome	female	59	ng/ul	Box1 - 85	410661	3 months after treatment	20	0.161	0.157	grams	grams
11953.A706.tp28	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-11-13	2019-06-03	not collected	not provided	fecal sample A706	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	249	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A706	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 32	-5.66388	not collected	1	7	Germany	TRUE	11953	feces	mouse gut metagenome	female	107.1	ng/ul	Box 2 - 13	410661	5 months after treatment	28	0.334	0.306	grams	grams
11953.A706.tp36	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2019-01-20	2019-06-03	not collected	not provided	fecal sample A706	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	317	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A706	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 54	-5.66388	not collected	1	7	Germany	TRUE	11953	feces	mouse gut metagenome	female	78.5	ng/ul	Box 2 - 35	410661	7 months after treatment	36	0.199	0.111	grams	grams
11953.A706.tp44	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2019-03-20	2019-06-03	not collected	not provided	fecal sample A706	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	376	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A706	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 76	-5.66388	not collected	1	7	Germany	TRUE	11953	feces	mouse gut metagenome	female	112.7	ng/ul	Box 2 - 57	410661	8 months after treatment	44	0.131	0.122	grams	grams
11953.A706.tp52	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2019-05-20	2019-06-03	not collected	not provided	fecal sample A706	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	437	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A706	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 92	-5.66388	not collected	1	7	Germany	TRUE	11953	feces	mouse gut metagenome	female	59.8	ng/ul	Box 2 - 73	410661	9 months after treatment	52	0.232	0.297	grams	grams
11953.A707.tp00	2018-06-13	2018-04-18	2018-03-10	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-04-16	2019-06-03	2019-04-11	not provided	fecal sample A707	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	38	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A707	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 6	-5.66388	yes	2	6	Germany	TRUE	11953	feces	mouse gut metagenome	female	189.2	ng/ul	Box1 - 6	410661	Before Antibiotic treatment	0	0.118	0.158	grams	grams
11953.A707.tp04	2018-06-13	2018-04-18	2018-03-10	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-05-16	2019-06-03	2019-04-11	not provided	fecal sample A707	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	68	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A707	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 18	-5.66388	yes	2	6	Germany	TRUE	11953	feces	mouse gut metagenome	female	62	ng/ul	Box1 - 18	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.254	0.34	grams	grams
11953.A707.tp08	2018-06-13	2018-04-18	2018-03-10	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-06-13	2019-06-03	2019-04-11	not provided	fecal sample A707	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	96	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A707	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 36	-5.66388	yes	2	6	Germany	TRUE	11953	feces	mouse gut metagenome	female	57	ng/ul	Box1 - 36	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.411	0.264	grams	grams
11953.A707.tp12	2018-06-13	2018-04-18	2018-03-10	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-07-13	2019-06-03	2019-04-11	not provided	fecal sample A707	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	126	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A707	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 54	-5.66388	yes	2	6	Germany	TRUE	11953	feces	mouse gut metagenome	female	47.6	ng/ul	Box1 - 54	410661	1 month after treatment	12	0.124	0.112	grams	grams
11953.A707.tp20	2018-06-13	2018-04-18	2018-03-10	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-09-13	2019-06-03	2019-04-11	not provided	fecal sample A707	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	188	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A707	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 3	-5.66388	yes	2	6	Germany	TRUE	11953	feces	mouse gut metagenome	female	88	ng/ul	Box1 - 84	410661	3 months after treatment	20	0.215	0.196	grams	grams
11953.A707.tp28	2018-06-13	2018-04-18	2018-03-10	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-11-13	2019-06-03	2019-04-11	not provided	fecal sample A707	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	249	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A707	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 31	-5.66388	yes	2	6	Germany	TRUE	11953	feces	mouse gut metagenome	female	84	ng/ul	Box 2 - 12	410661	5 months after treatment	28	0.264	0.195	grams	grams
11953.A707.tp36	2018-06-13	2018-04-18	2018-03-10	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-01-20	2019-06-03	2019-04-11	not provided	fecal sample A707	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	317	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A707	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 53	-5.66388	yes	2	6	Germany	TRUE	11953	feces	mouse gut metagenome	female	109.9	ng/ul	Box 2 - 34	410661	7 months after treatment	36	0.146	0.171	grams	grams
11953.A707.tp44	2018-06-13	2018-04-18	2018-03-10	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-03-20	2019-06-03	2019-04-11	not provided	fecal sample A707	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	376	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A707	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 75	-5.66388	yes	2	6	Germany	TRUE	11953	feces	mouse gut metagenome	female	84.9	ng/ul	Box 2 - 56	410661	8 months after treatment	44	0.237	0.048	grams	grams
11953.A707.tpdeath	2018-06-13	2018-04-18	2018-03-10	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-04-11	2019-06-03	2019-04-11	not provided	fecal sample A707	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	398	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A707	10090	not collected	grams	40.96882	not provided	-5.66388	yes	2	6	Germany	TRUE	11953	feces	mouse gut metagenome	female	198.1	ng/ul	Box 2 - 83	410661	death	not applicable	not provided	not provided	grams	grams
11953.A731.tp00	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-04-16	2019-06-03	not collected	not provided	fecal sample A731	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	38	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A731	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 8	-5.66388	not collected	1	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	215.9	ng/ul	Box1 - 8	410661	Before Antibiotic treatment	0	0.152	0.164	grams	grams
11953.A731.tp04	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-05-16	2019-06-03	not collected	not provided	fecal sample A731	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	68	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A731	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 20	-5.66388	not collected	1	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	31.6	ng/ul	Box1 - 20	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.21	0.08	grams	grams
11953.A731.tp08	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-06-13	2019-06-03	not collected	not provided	fecal sample A731	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	96	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A731	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 38	-5.66388	not collected	1	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	80	ng/ul	Box1 - 38	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.355	0.315	grams	grams
11953.A731.tp12	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-07-13	2019-06-03	not collected	not provided	fecal sample A731	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	126	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A731	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 56	-5.66388	not collected	1	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	68.1	ng/ul	Box1 - 56	410661	1 month after treatment	12	0.273	0.223	grams	grams
11953.A731.tp20	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-09-13	2019-06-03	not collected	not provided	fecal sample A731	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	188	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A731	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 5	-5.66388	not collected	1	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	120.1	ng/ul	Box1 - 86	410661	3 months after treatment	20	0.362	0.242	grams	grams
11953.A731.tp28	2018-06-13	2018-04-18	2018-03-10	FALSE	#fcd5b5.spf_orange	not provided	ABX	2018-11-13	2019-06-03	not collected	not provided	fecal sample A731	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	249	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A731	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 33	-5.66388	not collected	1	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	83.4	ng/ul	Box 2 - 14	410661	5 months after treatment	28	0.123	0.198	grams	grams
